model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,seed,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
Hybrid-Matrix,0.7,200,0.3,200,0,q1,5945,0.3330351329421315,0.24691631417375262,0.8465937762825904,0.34577283186051544,0.3573072882711204,0.9172413793103448
Hybrid-Matrix,0.7,200,0.3,200,0,q2,4408,0.002739026144925702,0.005288274565724656,0.00839382940108893,0.00416250382223949,0.010252733125918243,0.016107078039927405
Hybrid-Matrix,0.7,200,0.3,200,0,q3,2895,0.0008090441894343135,0.0014392630972941852,0.002072538860103627,0.0008969664543310165,0.0016983304548071386,0.0024179620034542313
Hybrid-Matrix,0.7,200,0.3,200,0,q4,1659,0.0007140299558647186,0.0009041591320072332,0.0012055455093429777,0.0007140299558647186,0.0009041591320072332,0.0012055455093429777
Hybrid-Matrix,0.7,200,0.3,200,0,q5,693,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Matrix,0.3,200,0.6,200,0,overall,6008,0.32298969004083294,0.19838824703176394,0.850699067909454,0.32187838460408036,0.28705671916605796,0.9191078561917443
Hybrid-Matrix,0.3,200,0.6,200,0,q1,5945,0.34162378380849073,0.25276082534638317,0.8538267451640034,0.35489462113592035,0.36570916344686205,0.9217830109335576
Hybrid-Matrix,0.3,200,0.6,200,0,q2,4408,0.005552522912679705,0.00980603448275862,0.018148820326678767,0.009252568777132597,0.022042258759590882,0.037431941923774956
Hybrid-Matrix,0.3,200,0.6,200,0,q3,2895,0.0023594887345730355,0.0044658277818899585,0.0075993091537132984,0.0036511208850888493,0.008623242042931162,0.013816925734024179
Hybrid-Matrix,0.3,200,0.6,200,0,q4,1659,0.0013905715406186774,0.0024110910186859553,0.0030138637733574444,0.002017785548005599,0.004822182037371911,0.0054249547920434
Hybrid-Matrix,0.3,200,0.6,200,0,q5,693,0.000910432544836158,0.001443001443001443,0.001443001443001443,0.000910432544836158,0.001443001443001443,0.001443001443001443
Hybrid-Matrix,0.5,200,0.6,200,0,overall,6008,0.33417339380600225,0.20733875884537314,0.8643475366178429,0.3335251316596702,0.3000288733010504,0.9257656458055925
Hybrid-Matrix,0.5,200,0.6,200,0,q1,5945,0.35325489655243403,0.26375294926158227,0.8667788057190917,0.36744428736229107,0.38088214067638965,0.9280067283431455
Hybrid-Matrix,0.5,200,0.6,200,0,q2,4408,0.006807578199175576,0.012088140610146054,0.021778584392014518,0.0113037035727358,0.026998805917816806,0.04582577132486389
Hybrid-Matrix,0.5,200,0.6,200,0,q3,2895,0.0029321525093195895,0.005916604983962497,0.00932642487046632,0.003934012524476731,0.008874633330591878,0.015198618307426597
Hybrid-Matrix,0.5,200,0.6,200,0,q4,1659,0.0012372890835171942,0.002109704641350211,0.0030138637733574444,0.001988026546000112,0.004922644163150493,0.006027727546714889
Hybrid-Matrix,0.5,200,0.6,200,0,q5,693,0.000910432544836158,0.001443001443001443,0.001443001443001443,0.000910432544836158,0.001443001443001443,0.001443001443001443
Hybrid-Matrix,0.7,200,0.6,200,0,overall,6008,0.3457374619368731,0.21537678640712038,0.872503328894807,0.34577034665703416,0.3133291230802417,0.9350865512649801
Hybrid-Matrix,0.7,200,0.6,200,0,q1,5945,0.3651347869898307,0.2741162264755117,0.8746846089150546,0.38048709318477697,0.39694504954104276,0.9362489486963835
Hybrid-Matrix,0.7,200,0.6,200,0,q2,4408,0.008593266308395296,0.01593070734971824,0.029038112522686024,0.014382741875121915,0.03485976427786773,0.06102540834845735
Hybrid-Matrix,0.7,200,0.6,200,0,q3,2895,0.0030201095911743833,0.005965128711242701,0.00932642487046632,0.004508193077061962,0.010546795365448215,0.018307426597582038
Hybrid-Matrix,0.7,200,0.6,200,0,q4,1659,0.000835957086940652,0.0009041591320072332,0.0012055455093429777,0.0018192459657373667,0.004440425959413302,0.006027727546714889
Hybrid-Matrix,0.7,200,0.6,200,0,q5,693,0.0006214668947668009,0.001443001443001443,0.001443001443001443,0.0006214668947668009,0.001443001443001443,0.001443001443001443
Hybrid-Matrix,0.3,500,0.3,200,0,overall,6008,0.28040786998127903,0.16474045459226502,0.7982689747003995,0.27651894127127,0.23967291854487893,0.8761651131824234
