model,ease_lambda,rp3_beta,rp3_topK,gamma,normalise,graph_source,bucket,NDCG@10_mean,NDCG@10_std,NDCG@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,n_users_mean,n_users_std,n_users_count
Laplacian-EASE,500,0.3,200,3,sym,rp3beta,q4,0.00019375035081674996,0.00014923986211347833,5,0.0004206256610094837,0.00034273359586875626,5,0.000601507259761666,0.0004262597976820891,5,0.00032695939443702133,0.0001879831336162465,5,0.000854975620581055,0.0004121185092116367,5,0.001204732732194231,0.0005844301026766541,5,1647.8,38.15363678602605,5
Laplacian-EASE,500,0.3,200,3,sym,rp3beta,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,690.4,16.379865689315046,5
Laplacian-EASE,500,0.3,200,10,sym,rp3beta,overall,0.3628692386220319,0.0033037786699626434,5,0.21824100697785123,0.0032331893165123055,5,0.8707941260647443,0.005713015120677238,5,0.3614151571119539,0.003248806814081789,5,0.3212086591837806,0.003426868041622256,5,0.9281566566435998,0.004189568899677773,5,6007.4,3.4351128074635104,5
Laplacian-EASE,500,0.3,200,10,sym,rp3beta,q1,0.38607143190253684,0.0030463315164440084,5,0.2846508780762031,0.0033024367308495638,5,0.8771969009505287,0.005783317496450339,5,0.4012203380710326,0.0032111838127284018,5,0.4159206498799283,0.004100276339255778,5,0.9332129096464492,0.004469003018537825,5,5941.2,4.147288270665454,5
Laplacian-EASE,500,0.3,200,10,sym,rp3beta,q2,0.005836811160243169,0.0003136610938686676,5,0.011364890641382961,0.0001277952542411487,5,0.023425129023772338,0.0014783976559535976,5,0.011436965653563301,0.0005695416997938554,5,0.02901802199223271,0.0017623833239888771,5,0.05938297030952291,0.0028195328581412,5,4440.2,45.146428430164846,5
Laplacian-EASE,500,0.3,200,10,sym,rp3beta,q3,0.00041651072121555416,0.0001766765568656009,5,0.0006896717834497192,0.000345466374569417,5,0.0012423061203782409,0.00039115536143017704,5,0.001253041195896635,0.00021877997508240797,5,0.0035782075025786093,0.0010326779583503607,5,0.005938840648148818,0.001475107916141357,5,2896.4,24.795160818191906,5
Laplacian-EASE,500,0.3,200,10,sym,rp3beta,q4,6.323068262456958e-05,0.0001015728864752739,5,0.00015038748649515697,0.0002610091542489742,5,0.00023988629317773453,0.00032848494759000585,5,9.302806045532047e-05,0.00010023072654236333,5,0.00026957699781816056,0.0003071562291208098,5,0.0003590758045007381,0.00032780060051491443,5,1647.8,38.15363678602605,5
Laplacian-EASE,500,0.3,200,10,sym,rp3beta,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,690.4,16.379865689315046,5
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,overall,0.3490913866714334,0.0034054697728550885,5,0.20644302077681004,0.0027142862925636176,5,0.856045555605939,0.005250065426420182,5,0.34553127832030484,0.0032948419522993337,5,0.30271629696909697,0.0035004965890592576,5,0.9171039079825734,0.005918045472461672,5,6007.4,3.4351128074635104,5
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,q1,0.3720580638375299,0.003324861296908596,5,0.27038634493684643,0.0025297643255714447,5,0.8642365565848541,0.005091358764957272,5,0.3851369232633696,0.0033222928866557117,5,0.3955381372476841,0.0037327023505622247,5,0.9242579750786559,0.005765464196565166,5,5941.2,4.147288270665454,5
