model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,bucket,NDCG@10_mean,NDCG@10_std,NDCG@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,n_users_mean,n_users_std,n_users_count
Hybrid-Score,0.5,200,0.6,200,q4,0.0006698783448406635,0.00034857183941434223,5,0.0010840273159450607,0.0005342808515677018,5,0.0014570986627936004,0.0005458673237493823,5,0.0010220111454483792,0.000404334183040847,5,0.002376191909080479,0.0009274827045229748,5,0.0030332754394725033,0.0007244032675535357,5,1647.8,38.15363678602605,5
Hybrid-Score,0.5,200,0.6,200,q5,0.0001799985029050248,0.00040248888834382884,5,0.000583941605839416,0.0013057331255473222,5,0.000583941605839416,0.0013057331255473222,5,0.00039375040097001197,0.0003226693125601419,5,0.001452464998274185,0.0010328589653613445,5,0.001452464998274185,0.0010328589653613445,5,690.4,16.379865689315046,5
Hybrid-Score,0.5,500,0.3,200,overall,0.3645746588731186,0.0025181923568931164,5,0.22341255244047029,0.002572496886137469,5,0.8779186499508093,0.0052328266220632354,5,0.36391391854568883,0.0028458844596143066,5,0.3273920168597887,0.003127707246203614,5,0.932984735420305,0.006001744003437478,5,6007.4,3.4351128074635104,5
Hybrid-Score,0.5,500,0.3,200,q1,0.3868798084110988,0.0022138792267111453,5,0.28871671986761555,0.002433175698677115,5,0.881943357200907,0.004804929637586408,5,0.4024201235740147,0.002687561983356545,5,0.41989503316807975,0.0032991075929944816,5,0.9360747505956096,0.005689075353042944,5,5941.2,4.147288270665454,5
Hybrid-Score,0.5,500,0.3,200,q2,0.008985753546013405,0.00035482734120528353,5,0.017708430596558872,0.0013193781891418332,5,0.033347613184848676,0.002464278645528245,5,0.016213649819223526,0.0005141950542808702,5,0.040693380595586956,0.0016029737123651692,5,0.07624104837159731,0.004317389180869479,5,4440.2,45.146428430164846,5
Hybrid-Score,0.5,500,0.3,200,q3,0.0013938009197261335,0.00041840186940032213,5,0.0030172038059207433,0.0011473579824990638,5,0.004480661932083954,0.0015521260654433153,5,0.002641272229886511,0.00056964102506614,5,0.00730617952268447,0.002098231872894104,5,0.011120303628191474,0.0023063672005772242,5,2896.4,24.795160818191906,5
Hybrid-Score,0.5,500,0.3,200,q4,0.00041599317426236054,0.0002422402539092265,5,0.000854975620581055,0.0004121185092116367,5,0.001204732732194231,0.0005844301026766541,5,0.0005167079113583609,0.00024114404366589904,5,0.0012621444798652853,0.0005371480866289499,5,0.0015721243440639826,0.0005161115572167215,5,1647.8,38.15363678602605,5
Hybrid-Score,0.5,500,0.3,200,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,690.4,16.379865689315046,5
Hybrid-Score,0.5,500,0.6,200,overall,0.3655928898267227,0.002675394642252049,5,0.223784764135838,0.0031926612061130215,5,0.8783183444135613,0.005926388855094115,5,0.36502459934005843,0.0026296247239151246,5,0.32803046314083273,0.003025035214749404,5,0.9337833712800924,0.004666733848005411,5,6007.4,3.4351128074635104,5
Hybrid-Score,0.5,500,0.6,200,q1,0.38704935106902816,0.002328199792355327,5,0.2881752765402391,0.0030224896327463446,5,0.8816403097810127,0.005678482185044051,5,0.40248239622722687,0.002357292240410863,5,0.4192639205570883,0.00297170795565391,5,0.9361417617378496,0.004726676235896544,5,5941.2,4.147288270665454,5
